,addr:housenumber,addr:street,latitude,longitude,id
481,10,Kiekendiefhof,51.9824605,4.3607983,2595119221
482,10,Kievietstraat,51.9825053,4.3549517,2595119222
483,10,Kluutring,51.9809338,4.3579052,2595119223
484,10,Koekamp,51.9862298,4.3584679,2595119227
485,10,Konijnensingel,51.9863717,4.3596491,2595119228
486,10,Koolmeesstraat,51.9840854,4.3651644,2595119229
487,10,Kraaienstraat,51.9819569,4.3636068,2595119230
488,10,Krekelpad,51.9859616,4.3656529,2595119232
489,10,Kruithuisweg,51.9876045,4.3554871,2595119233
490,10,Kuifeendhof,51.9817868,4.3590732,2595119234
491,10,Kwartelstraat,51.9816004,4.3565814,2595119235
492,10,Kwikstaartweg,51.9846187,4.3624267,2595119236
493,10,La Pazstraat,51.9846168,4.3502431,2595119237
494,10,Latijns-Amerikalaan,51.9834902,4.3479172,2595119238
495,10,Leeuweriklaan,51.9803431,4.3579669,2595119239
496,10,Lepelaarstraat,51.9840283,4.3587853,2595119240
497,10,Lesothostraat,51.9807321,4.3370841,2595119242
498,10,Libanonstraat,51.9782634,4.3449487,2595119243
499,10,Liberiastraat,51.9824078,4.3401741,2595119244
500,10,Libiëstraat,51.9830814,4.3455266,2595119245
501,10,Loméstraat,51.9820865,4.3365579,2595119246
502,10,Lumumbasingel,51.9821756,4.3426808,2595119247
503,10,Lusakastraat,51.9814577,4.3399736,2595119248
504,10,Malawistraat,51.9801276,4.3367356,2595119249
505,10,Mandelastraat,51.9825515,4.3460107,2595119250
506,10,Marokkostraat,51.9825453,4.3423138,2595119251
507,10,Marterstraat,51.9877142,4.3640721,2595119252
508,10,Medinastraat,51.9779986,4.3431920,2595119253
509,10,Meerkoetlaan,51.9819710,4.3605640,2595119254
510,10,Mexicohof,51.9826318,4.3478440,2595119255
511,10,Moufflonlaan,51.9862607,4.3642734,2595119256
512,10,Nachtegaallaan,51.9848541,4.3642544,2595119257
513,10,Namibiëstraat,51.9797216,4.3375020,2595119258
514,10,Nasserstraat,51.9809444,4.3446397,2595119259
515,10,Oe Thantstraat,51.9793528,4.3507472,2595119260
516,10,Omanstraat,51.9791123,4.3477855,2595119261
517,10,Ooievaarstraat,51.9816118,4.3572141,2595119262
518,10,Orinocostraat,51.9852410,4.3520441,2595119264
519,10,Otterlaan,51.9870281,4.3625334,2595119265
520,10,Pijlstaartpad,51.9837775,4.3583657,2595119266
521,10,Plevierhof,51.9805433,4.3562987,2595119267
522,10,Rabatstraat,51.9826923,4.3429794,2595119268
523,10,Reeweg,51.9857320,4.3611323,2595119269
524,10,Reigerstraat,51.9832989,4.3576389,2595119270
525,10,Rietzangerstraat,51.9830654,4.3565845,2595119272
526,10,Roerdomphof,51.9821991,4.3584902,2595119273
527,10,Roodborstlaan,51.9840183,4.3641205,2595119274
528,10,Ruivenstraat,51.9914138,4.3725089,2595119275
529,10,Saharapad,51.9827720,4.3434886,2595119276
530,10,Salamanderpad,51.9860544,4.3604146,2595119277
531,10,Sandinoweg,51.9850647,4.3480340,2595119278
532,10,Schapenpad,51.9850078,4.3575406,2595119280
533,10,Sijsjespad,51.9850530,4.3651446,2595119282
534,10,Slechtvalkhof,51.9822722,4.3619043,2595119283
535,10,Sowetostraat,51.9812946,4.3372099,2595119284
536,10,Spechtstraat,51.9839007,4.3631231,2595119285
537,10,Sperwersingel,51.9829173,4.3635310,2595119286
538,10,Straat van Malakka,51.9784771,4.3491810,2595119287
539,10,Straat van Ormoes,51.9785063,4.3479989,2595119288
540,10,Talinghof,51.9810121,4.3590786,2595119289
541,10,Tibetstraat,51.9792648,4.3399402,2595119291
542,10,Togostraat,51.9818341,4.3428299,2595119292
543,10,Tripolipad,51.9831587,4.3462218,2595119293
544,10,Turbineweg,51.9878404,4.3714649,2595119294
545,10,Tureluurpad,51.9840176,4.3596678,2595119295
546,10,Tutustraat,51.9821358,4.3386620,2595119296
547,10,Uilensingel,51.9834143,4.3670903,2595119297
548,10,Valkenlaan,51.9829450,4.3668309,2595119298
549,10,Venezuelastraat,51.9848902,4.3530345,2595119299
550,10,Veulenkamp,51.9854527,4.3581131,2595119300
551,10,Vinkenlaan,51.9845860,4.3639726,2595119301
552,10,Voltaweg,51.9841457,4.3737280,2595119302
553,10,Vossenlaan,51.9856877,4.3605210,2595119303
554,10,Wassenaarstraat,51.9910798,4.3727134,2595119304
555,10,Waterhoenstraat,51.9838004,4.3570222,2595119305
556,10,Watermanweg,51.9924427,4.3824004,2595119306
557,10,Watersnipstraat,51.9826983,4.3555173,2595119307
558,10,Wezelstraat,51.9874669,4.3609008,2595119308
559,10,Wielewaalstraat,51.9843499,4.3660441,2595119310
560,10,Willem Dreeslaan,51.9814177,4.3674903,2595119311
561,10,Wouwstraat,51.9826393,4.3634417,2595119315
562,10,Wulppad,51.9822692,4.3562002,2595119316
563,10,Zaagbekhof,51.9826477,4.3584747,2595119317
564,10,Zambezilaan,51.9826915,4.3374376,2595119318
565,10,Zambiastraat,51.9829274,4.3391819,2595119319
566,10,Zwanenpad,51.9867105,4.3567329,2595119320
567,10,Zwarte Sternhof,51.9839598,4.3578025,2595119321
568,100,Afrikalaan,51.9813033,4.3413011,2595119322
569,100,Argentiniëstraat,51.9835203,4.3525284,2595119323
570,100,Bikolaan,51.9812973,4.3445286,2595119324
571,100,Derde Werelddreef,51.9809819,4.3471363,2595119325
572,100,Latijns-Amerikalaan,51.9841959,4.3514884,2595119327
573,100,Lepelaarstraat,51.9804529,4.3605239,2595119328
574,100,Mandelastraat,51.9818635,4.3463318,2595119329
575,100,Meerkoetlaan,51.9812625,4.3574927,2595119330
576,100,Omanstraat,51.9784229,4.3435316,2595119331
577,100,Pelikaansingel,51.9807899,4.3600559,2595119332
578,100,Veulenkamp,51.9847281,4.3541591,2595119333
579,100,Zambezilaan,51.9799983,4.3386132,2595119334
580,101,Buizerdlaan,51.9808749,4.3633166,2595119335
581,101,Jordaniëstraat,51.9789416,4.3436018,2595119337
582,101,Kalfjeslaan,51.9870123,4.3563080,2595119338
583,101,Koekamp,51.9847145,4.3582548,2595119339
584,101,Latijns-Amerikalaan,51.9843291,4.3504997,2595119340
585,101,Meerkoetlaan,51.9817427,4.3606531,2595119341
586,101,Nigeriastraat,51.9818701,4.3448134,2595119342
587,101,Pelikaansingel,51.9807788,4.3599879,2595119343
588,101,Rijksstraatweg,51.9784023,4.3975835,2595119344
589,101,Sadatweg,51.9834742,4.3374855,2595119345
590,101,Straat van Ormoes,51.9778045,4.3450372,2595119346
591,101,Vinkenlaan,51.9844123,4.3641249,2595119347
592,101,Zaïrestraat,51.9808945,4.3424481,2595119348
593,102,Afrikalaan,51.9813033,4.3413009,2595119349
594,102,Argentiniëstraat,51.9835307,4.3526026,2595119350
595,102,Bikolaan,51.9813107,4.3445954,2595119351
596,102,Derde Werelddreef,51.9809557,4.3471752,2595119352
597,102,Latijns-Amerikalaan,51.9842086,4.3515587,2595119354
598,102,Lepelaarstraat,51.9804527,4.3605240,2595119355
599,102,Mandelastraat,51.9818636,4.3463316,2595119356
600,102,Meerkoetlaan,51.9812626,4.3574926,2595119357
601,102,Omanstraat,51.9784094,4.3434538,2595119358
602,102,Pelikaansingel,51.9807668,4.3599186,2595119359
603,102,Veulenkamp,51.9847153,4.3540844,2595119360
604,102,Zambezilaan,51.9799539,4.3386306,2595119361
605,103,Buizerdlaan,51.9808748,4.3633168,2595119362
606,103,Jordaniëstraat,51.9789296,4.3435323,2595119364
607,103,Kalfjeslaan,51.9870009,4.3562299,2595119365
608,103,Koekamp,51.9846678,4.3582156,2595119366
609,103,Latijns-Amerikalaan,51.9843383,4.3505615,2595119367
610,103,Meerkoetlaan,51.9817425,4.3606532,2595119368
611,103,Nigeriastraat,51.9818702,4.3448132,2595119369
612,103,Pelikaansingel,51.9807557,4.3598506,2595119370
613,103,Sadatweg,51.9834741,4.3374854,2595119371
614,103,Straat van Ormoes,51.9778043,4.3450373,2595119372
615,103,Vinkenlaan,51.9843961,4.3639912,2595119373
616,103,Zaïrestraat,51.9808946,4.3424482,2595119374
617,104,Afrikalaan,51.9813032,4.3413007,2595119375
618,104,Argentiniëstraat,51.9835458,4.3526748,2595119376
619,104,Bikolaan,51.9813249,4.3446646,2595119377
620,104,Latijns-Amerikalaan,51.9842201,4.3516270,2595119379
621,104,Lepelaarstraat,51.9804525,4.3605241,2595119380
622,104,Mandelastraat,51.9818636,4.3463314,2595119381
623,104,Meerkoetlaan,51.9812628,4.3574925,2595119382
624,104,Omanstraat,51.9783969,4.3433760,2595119383
625,104,Pelikaansingel,51.9807445,4.3597826,2595119384
626,104,Veulenkamp,51.9847005,4.3540064,2595119385
627,104,Zambezilaan,51.9799055,4.3386514,2595119386
628,105,Buizerdlaan,51.9808747,4.3633170,2595119387
629,105,Jordaniëstraat,51.9789175,4.3434587,2595119389
630,105,Kalfjeslaan,51.9869894,4.3561475,2595119390
631,105,Koekamp,51.9846198,4.3581727,2595119391
632,105,Latijns-Amerikalaan,51.9843372,4.3504335,2595119392
633,105,Meerkoetlaan,51.9817423,4.3606532,2595119393
634,105,Nigeriastraat,51.9818703,4.3448130,2595119394
635,105,Pelikaansingel,51.9807350,4.3597127,2595119395
636,105,Rijksstraatweg,51.9781091,4.3977418,2595119396
637,105,Sadatweg,51.9834739,4.3374852,2595119397
638,105,Schoemakerstraat,51.9942380,4.3834141,2595119399
639,105,Straat van Ormoes,51.9778042,4.3450375,2595119400
640,105,Vinkenlaan,51.9843894,4.3639218,2595119401
641,105,Zaïrestraat,51.9808948,4.3424482,2595119402
642,106,Afrikalaan,51.9813032,4.3413005,2595119403
643,106,Argentiniëstraat,51.9835549,4.3527432,2595119404
644,106,Bikolaan,51.9813390,4.3447326,2595119405
645,106,Derde Werelddreef,51.9806293,4.3474795,2595119406
646,106,Latijns-Amerikalaan,51.9842304,4.3517013,2595119408
647,106,Lepelaarstraat,51.9804524,4.3605242,2595119409
648,106,Mandelastraat,51.9818637,4.3463313,2595119410
649,106,Meerkoetlaan,51.9812630,4.3574925,2595119411
650,106,Omanstraat,51.9783844,4.3432981,2595119412
651,106,Pelikaansingel,51.9807225,4.3596475,2595119413
652,106,Zambezilaan,51.9797352,4.3387194,2595119414
653,107,Buizerdlaan,51.9808747,4.3633172,2595119415
654,107,Derde Werelddreef,51.9812032,4.3476143,2595119416
655,107,Kalfjeslaan,51.9869780,4.3560694,2595119418
656,107,Koekamp,51.9845390,4.3580079,2595119419
657,107,Latijns-Amerikalaan,51.9843464,4.3504943,2595119420
658,107,Meerkoetlaan,51.9817421,4.3606533,2595119421
659,107,Nigeriastraat,51.9818704,4.3448128,2595119422
660,107,Pelikaansingel,51.9807112,4.3595784,2595119423
661,107,Rijksstraatweg,51.9781397,4.3977252,2595119424
662,107,Sadatweg,51.9834738,4.3374851,2595119425
663,107,Straat van Ormoes,51.9778040,4.3450376,2595119426
664,107,Vinkenlaan,51.9843826,4.3638523,2595119427
665,107,Zaïrestraat,51.9808950,4.3424483,2595119428
666,108,Afrikalaan,51.9810921,4.3413898,2595119429
667,108,Argentiniëstraat,51.9835677,4.3528154,2595119430
668,108,Bikolaan,51.9813525,4.3448019,2595119431
669,108,Derde Werelddreef,51.9806891,4.3474731,2595119432
670,108,Latijns-Amerikalaan,51.9842420,4.3517774,2595119434
671,108,Lepelaarstraat,51.9804522,4.3605242,2595119435
672,108,Mandelastraat,51.9818637,4.3463311,2595119436
673,108,Meerkoetlaan,51.9812632,4.3574924,2595119437
674,108,Omanstraat,51.9783718,4.3432217,2595119438
675,108,Pelikaansingel,51.9806999,4.3595074,2595119439
676,108,Zambezilaan,51.9796832,4.3387448,2595119440
677,109,Buizerdlaan,51.9808746,4.3633173,2595119441
678,109,Derde Werelddreef,51.9812031,4.3476145,2595119442
679,109,Koekamp,51.9845252,4.3579279,2595119443
680,109,Latijns-Amerikalaan,51.9843562,4.3505541,2595119444
681,109,Meerkoetlaan,51.9816726,4.3602730,2595119445
682,109,Nigeriastraat,51.9818704,4.3448127,2595119446
683,109,Pelikaansingel,51.9806886,4.3594440,2595119447
684,109,Sadatweg,51.9834736,4.3374850,2595119448
685,109,Straat van Ormoes,51.9778039,4.3450377,2595119449
686,109,Vinkenlaan,51.9843758,4.3637763,2595119450
687,109,Zaïrestraat,51.9808952,4.3424484,2595119451
688,11,Aalscholverring,51.9814736,4.3620420,2595119459
689,11,Abtsregt,51.9794843,4.3551400,2595119460
690,11,Adderhof,51.9855068,4.3649629,2595119461
691,11,Adelaarsingel,51.9818393,4.3646466,2595119462
692,11,Adenstraat,51.9789195,4.3498189,2595119463
693,11,Algerijestraat,51.9829808,4.3450578,2595119464
694,11,Ampèreweg,51.9867378,4.3681078,2595119465
695,11,Angolastraat,51.9819523,4.3432969,2595119466
696,11,Arendlaan,51.9821848,4.3657470,2595119467
697,11,Argentiniëstraat,51.9841400,4.3511227,2595119468
698,11,Bantulaan,51.9806558,4.3393213,2595119469
699,11,Bellweg,51.9871331,4.3718608,2595119470
700,11,Bengalenstraat,51.9790483,4.3507799,2595119471
701,11,Beverhof,51.9859908,4.3617626,2595119472
702,11,Bikolaan,51.9811857,4.3424873,2595119473
703,11,Boerderijstraat,51.9866037,4.3588413,2595119474
704,11,Bogotalaan,51.9825068,4.3472404,2595119475
705,11,Boliviastraat,51.9842955,4.3494751,2595119476
706,11,Bosuilstraat,51.9832761,4.3659256,2595119477
707,11,Botswanastraat,51.9809133,4.3376695,2595119478
708,11,Braziliëhof,51.9837879,4.3476796,2595119479
709,11,Brilduikerhof,51.9811351,4.3597787,2595119480
710,11,Buenos Airesstraat,51.9839190,4.3516771,2595119481
711,11,Buizerdlaan,51.9825420,4.3625360,2595119482
712,11,Bunzinghof,51.9861632,4.3628364,2595119483
713,11,Cairostraat,51.9836233,4.3446138,2595119484
714,11,Caracasstraat,51.9849481,4.3514700,2595119485
715,11,Chinalaan,51.9782686,4.3392637,2595119486
716,11,Colombiahof,51.9822132,4.3478822,2595119487
717,11,Cubalaan,51.9824136,4.3493572,2595119488
718,11,Cyclotronweg,51.9945900,4.3870451,2595119494
719,11,Dakarhof,51.9832162,4.3427295,2595119495
720,11,De Mirandastraat,51.9846318,4.3509505,2595119496
721,11,Dynamoweg,51.9877934,4.3724841,2595119498
722,11,Edelhertlaan,51.9858436,4.3642332,2595119499
723,11,Eekhoornhof,51.9866197,4.3649423,2595119500
724,11,Eendenvijver,51.9847532,4.3563221,2595119502
725,11,Egyptelaan,51.9830854,4.3419652,2595119503
726,11,Emiratenstraat,51.9781209,4.3443741,2595119505
727,11,Faradayweg,51.9858787,4.3719329,2595119506
728,11,Fluiterpad,51.9847413,4.3629735,2595119508
729,11,Gaaistraat,51.9826759,4.3640770,2595119509
730,11,Gabonstraat,51.9825254,4.3369387,2595119511
731,11,Gandhilaan,51.9807279,4.3486077,2595119512
732,11,Ganzenhof,51.9861018,4.3578970,2595119513
733,11,Geitenkamp,51.9863180,4.3562848,2595119515
734,11,Ghanastraat,51.9811265,4.3453047,2595119516
735,11,Graspieperstraat,51.9819355,4.3560556,2595119517
736,11,Gruttohof,51.9812810,4.3609155,2595119519
737,11,Guineelaan,51.9827487,4.3400728,2595119520
738,11,Havannastraat,51.9819330,4.3490720,2595119521
739,11,Haviksingel,51.9827353,4.3674886,2595119523
740,11,Hazenlaan,51.9869974,4.3593319,2595119524
741,11,Hermelijnstraat,51.9871661,4.3634201,2595119525
742,11,Hoenderhof,51.9860878,4.3568275,2595119527
743,11,Houtduifstraat,51.9855380,4.3640492,2595119528
744,11,Hélder Câmarastraat,51.9844056,4.3483270,2595119529
745,11,IJsvogelpad,51.9836657,4.3599662,2595119531
746,11,Indiastraat,51.9800863,4.3490907,2595119533
747,11,Israëllaan,51.9801439,4.3472648,2595119534
748,11,Jagerstraat,51.9823170,4.3666794,2595119537
749,11,Jordaniëstraat,51.9796261,4.3474960,2595119539
750,11,Kalkoenstraat,51.9870677,4.3579325,2595119540
751,11,Karekiethof,51.9835544,4.3556220,2595119541
752,11,Karibastraat,51.9813377,4.3394312,2595119543
753,11,Kenyattastraat,51.9813418,4.3459342,2595119544
754,11,Kiekendiefhof,51.9825117,4.3607740,2595119545
755,11,Kievietstraat,51.9824425,4.3551970,2595119547
756,11,Kluutring,51.9807694,4.3577129,2595119548
757,11,Koekamp,51.9861518,4.3588251,2595119550
758,11,Koekoekshof,51.9853009,4.3656336,2595119552
759,11,Kokmeeuwstraat,51.9835045,4.3600256,2595119553
760,11,Koolmeesstraat,51.9841375,4.3655017,2595119554
761,11,Kraaienstraat,51.9818751,4.3638920,2595119556
762,11,Kreekrugpad,51.9870265,4.3617926,2595119557
763,11,Kuifeendhof,51.9817741,4.3589920,2595119558
764,11,Kwartelstraat,51.9813340,4.3564881,2595119560
765,11,La Pazstraat,51.9847426,4.3498999,2595119561
766,11,Lagosweg,51.9847830,4.3425229,2595119563
767,11,Lambarenestraat,51.9817244,4.3366902,2595119564
768,11,Leeuweriklaan,51.9801938,4.3578511,2595119565
769,11,Lepelaarstraat,51.9837497,4.3593295,2595119567
770,11,Lesothostraat,51.9804624,4.3365211,2595119568
771,11,Libanonstraat,51.9794885,4.3447858,2595119569
772,11,Liberiastraat,51.9822756,4.3401549,2595119571
773,11,Libiëstraat,51.9830203,4.3457665,2595119572
774,11,Lumumbasingel,51.9821858,4.3427525,2595119573
775,11,Lusakastraat,51.9814875,4.3402997,2595119574
776,11,Malawistraat,51.9800314,4.3372912,2595119575
777,11,Malisingel,51.9832990,4.3403082,2595119576
778,11,Marconiweg,51.9854500,4.3731006,2595119579
779,11,Marokkostraat,51.9825770,4.3425172,2595119580
780,11,Marterstraat,51.9875938,4.3647037,2595119582
781,11,Medinastraat,51.9779801,4.3435018,2595119583
782,11,Meerkoetlaan,51.9818767,4.3614865,2595119585
783,11,Mexicohof,51.9828407,4.3479989,2595119586
784,11,Moufflonlaan,51.9864545,4.3637404,2595119587
785,11,Nachtegaallaan,51.9849079,4.3638341,2595119589
786,11,Namibiëstraat,51.9796268,4.3380308,2595119590
787,11,Nasserstraat,51.9808662,4.3444746,2595119591
788,11,Nigeriastraat,51.9818665,4.3448216,2595119592
789,11,Nijlhof,51.9833228,4.3435309,2595119594
790,11,Oe Thantstraat,51.9793773,4.3494110,2595119595
791,11,Oeverloperpad,51.9835677,4.3551569,2595119596
792,11,Omanstraat,51.9789116,4.3478211,2595119598
793,11,Ooievaarstraat,51.9812508,4.3570464,2595119599
794,11,Orinocostraat,51.9852357,4.3517376,2595119600
795,11,Otterlaan,51.9872883,4.3623667,2595119602
796,11,Pelikaansingel,51.9820001,4.3674913,2595119603
797,11,Plevierhof,51.9805346,4.3562407,2595119606
798,11,Rallepad,51.9827918,4.3547518,2595119608
799,11,Reigerstraat,51.9830366,4.3591845,2595119612
800,11,Rietgorsstraat,51.9834595,4.3566397,2595119616
801,11,Rietzangerstraat,51.9830895,4.3568508,2595119621
802,11,Roerdomphof,51.9821499,4.3585113,2595119626
803,11,Roodborstlaan,51.9839652,4.3645976,2595119632
804,11,Ruivenstraat,51.9912999,4.3724881,2595119637
805,11,Sadatweg,51.9840243,4.3410153,2595119642
806,11,Salamanderpad,51.9860667,4.3604942,2595119647
807,11,Sandinoweg,51.9853467,4.3484610,2595119682
808,11,Scholeksterpad,51.9830723,4.3573737,2595119688
809,11,Sijsjespad,51.9850326,4.3647744,2595119692
810,11,Slechtvalkhof,51.9822586,4.3618224,2595119699
811,11,Soedanhof,51.9824151,4.3418573,2595119704
812,11,Sowetostraat,51.9810423,4.3368736,2595119710
813,11,Spechtstraat,51.9840339,4.3635214,2595119716
814,11,Sperwersingel,51.9828978,4.3628448,2595119728
815,11,Spreeuwenstraat,51.9835376,4.3638169,2595119734
816,11,Steltloperstraat,51.9818722,4.3578186,2595119739
817,11,Straat van Ormoes,51.9783872,4.3486259,2595119745
818,11,Suezsingel,51.9838920,4.3461096,2595119751
819,11,Syriësingel,51.9808855,4.3466657,2595119756
820,11,Talinghof,51.9810000,4.3589899,2595119762
821,11,Thijsseweg,51.9856349,4.3879170,2595119764
822,11,Tibetstraat,51.9797196,4.3416063,2595119768
823,11,Togostraat,51.9817607,4.3426598,2595119773
824,11,Tutustraat,51.9821253,4.3389494,2595119777
825,11,Uilensingel,51.9834346,4.3670781,2595119783
826,11,Uiverstraat,51.9798921,4.3569664,2595119784
827,11,Valkenlaan,51.9826969,4.3668129,2595119785
828,11,Veldmuizenpad,51.9864436,4.3615624,2595119787
829,11,Venezuelastraat,51.9846437,4.3527051,2595119790
830,11,Vinkenlaan,51.9848543,4.3661585,2595119796
831,11,Voltaweg,51.9831459,4.3755327,2595119802
832,11,Vossenlaan,51.9853011,4.3597201,2595119807
833,11,Wassenaarstraat,51.9909640,4.3726914,2595119818
834,11,Waterhoenstraat,51.9838105,4.3567778,2595119824
835,11,Watersnipstraat,51.9829288,4.3560133,2595119829
836,11,Wielewaalstraat,51.9843789,4.3663768,2595119835
837,11,Wouwstraat,51.9826249,4.3631804,2595119875
838,11,Wulppad,51.9822562,4.3561208,2595119880
839,11,Zaagbekhof,51.9826937,4.3584568,2595119885
840,11,Zambezilaan,51.9826208,4.3378368,2595119897
841,11,Zambiastraat,51.9829317,4.3395653,2595119902
842,11,Zaïrestraat,51.9816732,4.3421244,2595119908
843,11,Zwaluwstraat,51.9810628,4.3562926,2595119913
844,11,Zwanenpad,51.9867273,4.3570825,2595119919
845,11,Zwarte Sternhof,51.9839490,4.3577255,2595119924
846,110,Afrikalaan,51.9810920,4.3413896,2595119931
847,110,Argentiniëstraat,51.9835792,4.3528896,2595119937
848,110,Bikolaan,51.9813667,4.3448699,2595119942
849,110,Derde Werelddreef,51.9807396,4.3474685,2595119948
850,110,Fuutlaan,51.9833079,4.3611646,2595119954
851,110,Latijns-Amerikalaan,51.9842547,4.3518477,2595119960
852,110,Lepelaarstraat,51.9804520,4.3605243,2595119965
853,110,Mandelastraat,51.9818637,4.3463309,2595119970
854,110,Meerkoetlaan,51.9812634,4.3574923,2595119975
855,110,Omanstraat,51.9783593,4.3431424,2595119982
856,110,Pelikaansingel,51.9806772,4.3593711,2595119988
857,110,Zambezilaan,51.9796312,4.3387641,2595119993
858,111,Buizerdlaan,51.9808745,4.3633175,2595119998
859,111,Derde Werelddreef,51.9812030,4.3476146,2595120005
860,111,Kalfjeslaan,51.9869106,4.3557489,2595120017
861,111,Koekamp,51.9845128,4.3578454,2595120022
862,111,Latijns-Amerikalaan,51.9843309,4.3506267,2595120028
863,111,Meerkoetlaan,51.9816611,4.3601891,2595120033
864,111,Nigeriastraat,51.9818705,4.3448125,2595120038
865,111,Pelikaansingel,51.9806659,4.3593039,2595120043
866,111,Sadatweg,51.9834735,4.3374848,2595120045
867,111,Straat van Ormoes,51.9778037,4.3450379,2595120078
868,111,Vinkenlaan,51.9843669,4.3636970,2595120084
869,111,Zaïrestraat,51.9808954,4.3424485,2595120085
